Tanggapan,SI,S_SI,I,S_I
semoga i-gracias ada apps-nya,1,0,0,1
sangat memuaskan hanya saja wifi kurang baik,1,0,0,1
"ketika ada informasi, lebih baik di sampaikan langsung ke mahasiswa/i melewati igracias (private message)",1,0,0,1
Lebih ditingkatkan lagi,0,0,0,0
perlu di improve,0,0,0,0
O,0,0,0,0
Be friendly when answer user's questions,1,0,0,1
lebih ditingkatkan,0,0,0,0
Tingkatkan fasilitas,0,0,0,0
-,0,0,0,0
cukup,0,1,0,1
pengimplementasiannya kurang dari cukup karena kami banyak terhambat karena sistem yang terkadang bahkan sering bermasalah,1,0,0,1
sering down server ketika waktu2 tertentu (ex : geladi),1,0,0,1
Mohon diperbanyak tempat untuk bagian informasi sehingga tidak menumpukvdi suatu tempay,1,0,0,1
:),0,1,0,1
Bagus,0,1,0,1
layanan sudah baik melalui tune mahasiswa dapat mengetahui perkembangan diri pribadi didalam perkuliahan baik itu nilai maupun kehadiran,1,1,0,1
-,0,0,0,0
sudah lumayan bagus,0,1,0,1
sudah bagus,0,1,0,1
Sudah bagus,0,1,0,1
Masih belum tau layanan apa yang diberikan.,1,0,0,1
sudah baik. pertahankan!,0,1,0,1
"Tunenya lebih di tingkatkan lagi kualitasnya karena pada saat login kadang user limit sehingga kita tidak bisa menggunakan akun kita. Jaringannya juga kadang hilang-hilang , Igracias menurut saya sudah mempermudah kita untuk mendapatkan informasi ,",1,0,0,1
sudah bagus,0,1,0,1
terus dipertahakan layanan sistem informasi yang sudah baik,1,1,0,1
sudah baik,0,1,0,1
--,0,0,0,0
Diperbaiki lagi kualitas Internet dsb,0,0,1,1
---,0,0,0,0
-,0,0,0,0
Informasi yng di sebarkan cobalah lebih detail dan jelas. Jangan sampai ada salh atau typo informasi,1,0,0,1
Asdfghjkl,0,0,0,0
lebih baik,0,1,0,1
alangkah lebih baik layanan tune bisa di tingkatkan lagi,1,0,0,1
Tetep semangat dalam perbaikan dan peningkatan mutu IDEA,0,0,0,0
bandwitch tune di tambah lagi,1,0,0,1
baik,0,1,0,1
Harus lebih ramah,1,0,0,1
tidak ada,0,1,0,1
"perbaiki pelayanan , attitude pegawai",1,0,0,1
saat input mata kuliah diawal semester kalau bisa igracias nya jangan down,1,0,0,1
tidak ada,0,1,0,1
lebih di tingkatkan lagi,0,0,0,0
tolong diperbaiki lagi,0,0,0,0
tingkatkan,0,0,0,0
sudah baik hanya permasalahan pada TUNE yang sulit di  akses atau digunakan,1,0,0,1
.,0,0,0,0
sudah baik,0,1,0,1
-,0,0,0,0
Bagus,0,1,0,1
Interface igracias harap dibuat lebih menarik dan mudah diakses,1,0,0,1
Harus lebih diperbaiki,0,0,0,0
-,0,0,0,0
"sinyal tune jelek, layanan kurang bagus,",1,0,0,1
Makasih,0,1,0,1
Bagus,0,1,0,1
baik,0,1,0,1
-,0,0,0,0
-,0,0,0,0
Tingkatan,0,0,0,0
Bagus,0,1,0,1
its good enough,0,1,0,1
sudah baik,0,1,0,1
sudah puas,0,1,0,1
No comment,0,1,0,1
connectnya lebih cepat lagi,1,0,0,1
sudah baik,0,1,0,1
layanan sudah cukup baik,0,1,0,1
sudah bagus,0,1,0,1
lebih baik lagi,0,0,0,0
sudah cukup baik dan sudah cukup memudahkan dalam mendapatkan informasi,0,1,0,1
sudah cukup baik dan perlu terus diperbaharui dan ditingkatkan dan dievaluasi lagi,0,1,0,1
biasa aja,0,0,0,0
internet sering gangguan,0,0,1,1
cukup,0,1,0,1
Informasi lebih sering di update,1,0,0,1
bagus,0,1,0,1
lebih maju dalam menjalankan layanan sistem informasinya,1,1,0,1
sistem informasi sudah bagus,1,1,0,1
harus meningkatkan layanan terutama di bidang logistik,1,0,0,1
Lenih baik lgi,0,0,0,0
lebih ditingkatkan kembali layanannya,0,0,0,0
"lebih memperhatikan hal-hal kecil yang sulit, mungkin memakai mikrophone dalam kampus",1,0,0,1
semoga lebih baik,0,0,0,0
layanan system informasi sudah cukup baik namun terkadang data yg disediakan kurang sinkron dengan data di lapangan,1,0,0,1
supaya layanan sistem informasi nya cepat memberi informasi informasi terkait universitas,1,0,0,1
menarik,0,1,0,1
baik,0,1,0,1
bla,0,0,0,0
good,0,1,0,1
bagus,0,1,0,1
"lebih baik, lebih rama",0,0,0,0
Sistem igracias sering eror dan membingungkan. Tolong perbaiki.,1,0,0,1
,0,0,0,0
cukup,0,1,0,1
Semoga semakin maju,0,0,0,0
Cukup bagus,0,1,0,1
hm,0,0,0,0
tingkatkan lagi pelayanannya,0,0,0,0
tetap melakukan improvement dan inovasi,1,1,0,1
Server dan website yang lebih stabil,1,1,0,1
tingkatkan,0,0,0,0
"Untuk sebuah kampus IT, saya rasa institusi belum cukup memberikan informasi secara on line dan masih terbatas akses informasi mengenai internal kampus khususnya",1,0,0,1
kemudahan dan kecepatan internet ditingkatkan lagi,0,0,0,0
tune di lancarin lagi kalo bisa pak,1,0,0,1
"sudah cukup baik, tapi saya rasa untuk mahasiswa s2 manajemen SANGAT TIDAK merasakan layanan yang di sediakan, salah satu contohnya sering terjadi masalah dengan TUNE di daerah kampus gegerkalong",1,0,0,1
dipermudah dengan online,1,1,0,1
tidak ada,0,1,0,1
Baik,0,1,0,1
"untuk sistem informasi, sudah bagus dan dipertahankan.",1,1,0,1
"sudah baik,",0,1,0,1
"sudah cukup baik, lanjutkan",0,1,0,1
"orangtua saya belum menerima sms password untuk membuka igracias, mohon selanjutnya lebih teliti dalam memyebarkan informasi",1,0,0,1
tingkatkan,0,0,0,0
bagus ditingkatkan lagi,0,0,0,0
Semoga layanan sistem informasi semakin meningkatkan kinerjanya terutama untuk melayani mahasiswa/i,0,0,0,0
Saya merasa puas,0,1,0,1
kinerjanya sudak baik.,0,1,0,1
sudah bagus,0,1,0,1
sudah cukup baik,0,1,0,1
sudah baik hanya masalah internet terkhusus tune harap diperbaiki,1,0,1,1
"sudah baik, ditingkatkan lagi agar menjadi lebih baik",0,0,0,0
sudah cukup baik,0,1,0,1
ditingkatkan lagi,0,0,0,0
Layana sistem informasi sudah cukup baik,0,1,0,1
,0,0,0,0
lebih cepat untuk memberi informasi,1,1,0,1
tingkatkan,0,0,0,0
"saat sosialisasi, presentasi sosialisasi lebih dibuat mudah dimengerti oleh mahasiswa baru",1,1,0,1
"wifi Tune kurang cepat, dan wifi flashzone seamless sering putus-putus dan hilang sinyal",1,0,0,1
agar layanan pada sistem informasi lebih baik lagi,1,0,0,1
tingkatkan lagi,0,0,0,0
dimaksimalkan lagi,0,0,0,0
Sudah sangat baik,0,1,0,1
lebih ditingkatkan,0,0,0,0
Sudah cukup baik.,0,1,0,1
sudah baik,0,1,0,1
no comment,0,1,0,1
tingkatkan lagi,0,0,0,0
Bisa lebih baik seharusnya,0,0,0,0
-,0,0,0,0
lebih ditingkatkan lagi kualitas penunjang pada layanan sistem informasi,1,0,0,1
good,0,1,0,1
satu account untuk beberapa akses gadget dengan tune,1,1,0,1
"Belum baik, sebaiknya cepat tanggap apabila terjadi kekacuan dengan sistem informasi.",1,0,0,1
"Lebih ditingkatkan lagi kapasitas penggunanya. Selalu bermasalah saat pemilihan gladi, kp, atau kelas.",0,0,0,0
Sudah baik,0,1,0,1
.,0,0,0,0
-,0,0,0,0
,0,0,0,0
bagus,0,1,0,1
lebih komunikatif,0,1,0,1
saya kurang tahu,0,1,0,1
-,0,0,0,0
terbaik,0,1,0,1
sangat baik dan di tingkatkan lagi,0,0,0,0
"nomor kontak sistem informasi selalu tidak bisa dihubungin, sebaiknya diberi nomor kontak yang jelas",1,0,0,1
nothing,0,1,0,1
bagus,0,1,0,1
lumayan bagus tetapi harus lebih baik lagi,0,0,0,0
Nothing,0,0,0,0
Saran agar cepat di permudah kagi,0,0,0,0
yaa memberikan kemudahan dalam layanan sistem informasi,0,0,0,0
"Saran untuk layanan sistem informasi,agar memperbaiki sistem tapping pada saat perkuliahan",0,0,0,0
tingkatkan,0,0,0,0
lebih di tingkatkan,0,0,0,0
agar lebih di tingkatkan lagi,0,0,0,0
sudah cukup baik,0,0,0,0
layanan sistem informasi sudah cukup baik,0,0,0,0
Tidak ada,0,0,0,0
"untuk layanan sistem informasi sudah cukup memuaskan, hanya saja masih sering berat untuk dibuka.",0,0,0,0
coba kasih tahu tempat tempat yang indah dan menyenangkan di sekitar telkom dan di daerah bandung,0,0,0,0
Tinkatkat terus layanan dalam bidang layanan sistem informsi Telkom university,0,0,0,0
baus,0,0,0,0
"Sudah baik, namun kadang kadang sistem informasi yang sedang dipakai mendadak error",0,0,0,0
layanannya uptude dangan ssangat cepat,0,0,0,0
.,0,0,0,0
ditingkatkan lagi,0,0,0,0
Saya rasa juga sudah bagus dan lebih ditingkatkan lagi..,0,0,0,0
-,0,0,0,0
no coment,0,0,0,0
sudah cukup baik,0,0,0,0
Sudah Cukup,0,0,0,0
"admin Student Tel-U infonya sering sesat ataupun ga bener/ga valid seperti pas daftar masuk, diperintahkan semua data di fotocpy 5 sementara pas regis onsite tdk dibutuhkan samsek dan materai terbuang sia sia. nanya ttg ijin sakit malah disuruh ""ga usah ribet mending gausah masuk"" ya walau bener syarat sakit sangatlah ribet padahal orang sakit susah kemana2.",0,0,0,0
sisteminternet,0,0,0,0
semoga lebih baik lagi,0,0,0,0
Perbarui jaringan wifi,0,0,0,0
informasi harus jelas,0,0,0,0
-,0,0,0,0
Susah diakses melalui hp,1,0,0,1
---,0,0,0,0
"igracias masih sering error, sering kali tidak bisa memproses",1,0,0,1
Sangat puas,0,1,0,1
Semakin baik aja lagi,0,0,0,0
kurang bagus sih sebenearnya,0,0,0,0
sangat menarik tingkatkan,0,0,0,0
cukup,0,1,0,1
baik,0,1,0,1
Bagus,0,1,0,1
Sangat memuaskan,0,1,0,1
bagus,0,1,0,1
si masih rendah,0,0,0,0
"tingkatkan layanan tune, terkadang masih sulit dapat koneksi tune dan server down",1,0,0,1
Lebih baik lagi terutama pada bagian informasi kepada mahasiswa,1,0,0,1
sip,0,1,0,1
tidak ada,0,1,0,1
asrama dan tingkat kebersihannya harus ditingkatkan agar terjaga kesehatannya,0,1,0,1
sanagat membantu tidak ada saran dan masukan bagi pelayanan sisfo karena sangat membantu dan menunjang keperluan mahasiswa tentang informasi.,1,1,0,1
jadwal akademik masih belum lengkap,1,0,0,1
terupdate di igracias,1,0,0,1
lebih uptodate dan jgn mendadak ketika memberikan suatu informasi,1,0,0,1
sudah baik,0,1,0,1
pelayanan nya memuaskan,1,1,0,1
cepat menanggani setiap kendala ataupun gangguan agar layanan berjalan lancar tanpa ada kendala,1,1,0,1
sudah bagus,0,1,0,1
cukup baik,0,1,0,1
Cukup baik,0,1,0,1
perlu diperbaiki dalam keramahan untuk kenyamanan mahasiswa,1,0,0,1
bagus.,0,1,0,1
lebih baik lagi,0,0,0,0
Good,0,1,0,1
Lebih memperbaiki sistem,0,0,0,0
terus kembangkan,0,0,0,0
-,0,0,0,0
penyediaan peralatan kebersihan dan koneksi internet lebih ditingkatkan,0,0,1,1
ya bgus,0,1,0,1
jika ada kesalahan oleh sisfo tolong di perbaiki oleh sisfo bukan oleh mahasiswa,1,0,0,1
untuk lebih memperkenalkan UKM dan untuk penyeragaman seharusnya setiap UKM segera diberikan akses untuk domain web sesuai dengan nama UKM masing-masing,1,0,0,1
"Sudah sangat baik, tingkatkan lagi",0,1,0,1
"jaringan internet lebih di percepat, kampus udah bagus tapi jaringan internet jelek",0,0,1,1
Ok sudah baik,0,1,0,1
-,0,0,0,0
Perbaiki layanan sisfo yang ada,1,0,0,1
Cukup bagus,0,1,0,1
Perlu sering di maintenance,0,0,0,0
more user friendly :),1,0,0,1
Sudah cukup baik,0,1,0,1
Sangat puas,0,1,0,1
sudah baik dan cukup informatif namun suka error,1,0,0,1
bagus,0,1,0,1
"sulitnya sistem informsi di telkom university adalah jika kit ingi mengakses nilai,jadwal,atau apapun menyangkt informasi kita harusmembuka igracias di komputer, alangkah lebih baiknya unuk membuat aplikasi igracis unuk smartphone android maupun ios, sehinga dapat di akses dangan lebih mudah",1,0,0,1
tidak profesional makan gaji buta,1,0,0,1
terus ditingkatkan,0,0,0,0
"Layanan Sisfo sudah cukup baik, lebih ditingkatkan saja dan dipertahankan yang baiknya.",1,0,0,1
Semoga lenbih baik lagi kedepannya,0,0,0,0
harus diperbaiki,0,0,0,0
-,0,0,0,0
Sudah cukup baik,0,1,0,1
tidak ada saran tertentu sudah cukup bagus,0,1,0,1
layanan sisfo lebih dipublik untuk informasi dan kegiatan yang ada di tel-u,1,1,0,1
wifi kencang selalu,1,1,0,1
"Dalam informasi sudah baik karena informasi sudah tersedia di igrasias dan di media sosial lainnya, mungkin lebih di tingkatkan agar semkin lebih baik.",1,0,0,1
lebih ditingkatkan lagi agar lebih memuaskan,0,0,0,0
Tidak ada,0,1,0,1
NA,0,0,0,0
diharapkan kedepannya lebih baik lagi,0,0,0,0
lebih ditingkatkan,0,0,0,0
lebih ditingkatkan lagi yang masih kurang dan dikembangkan lagi yang sudah bagus,0,0,0,0
sangat bagus,0,1,0,1
tingkatkan yang sudah ada,0,0,0,0
Pertahankan keramahan dan tingkatkan tepat waktu,0,1,0,1
baik namun semoga dapat meningkatkan layanan sistem informasi nya,1,0,0,1
sudah baik,0,1,0,1
tidak ada,0,1,0,1
Saran/masukan saya mengenai implementasi layanan di universitas Telkom dalam bidang Layanan Informasi hanya sedikit yaitu lebih membuat tampilan iGracias lebih responsiv,1,0,0,1
No coment,0,1,0,1
semoga informasi informasi dan juga internet dapat diperlancar,1,0,1,1
Agar menjadi lebih baik kedepannya,1,0,0,1
jika ada kerusakan mohon cepat diperbaiki.,1,0,0,1
sudah bagus,0,1,0,1
"lebih banyak memakai media lainnya, karena tidak semua mahasiswa selalu melihat alat komunikasinya, sedangkan kebanyakan info di sebar melalui media internet",1,0,0,1
"sistem informasinya sudah lumayan bagus, tetapi lebh baik lagi jika layanan sisfo ketika hari-hari pencetakan jadwal ataupun registrasi tidak sering down servernya",1,0,0,1
sangat mudah dimengerti,0,1,0,1
Mungkin lebih di tingkatkan lagi kecepatan mengupdatenya,1,0,0,1
bagus,0,1,0,1
Masih kurang,0,0,0,0
ditingkatkan pelayanannya,0,0,0,0
Baik dan bagus,0,1,0,1
bagus,0,1,0,1
semoga sistem informasinya semakin baik,1,0,0,1
Perfect,0,1,0,1
agar lebih mudah diakses,1,0,0,1
cukup,0,1,0,1
lebih baik lagi,0,0,0,0
mantap,0,1,0,1
sudah cukup hanya ditingkatkan lagi saja,0,0,0,0
lebih ditingkatkan lagi,0,0,0,0
"Menurut saya, masih banyak hal-hal di Indonesia yang perlu diperbaiki demi menyambut era globalisasi. Bidang-bidang dasar seperti politik, ekonomi, sosial & budaya, serta hukum harus banyak mengalami perubahan mengarah kepada yang lebih baik.",1,0,0,1
Perlu di perbaiki ke arah lebih baik,0,0,0,0
di tingkatkan lagi tentang sarana wifi,0,0,0,0
Semoga lebih baik,0,0,0,0
-,0,0,0,0
b,0,0,0,0
Tidak ada,0,1,0,1
tidak ada,0,1,0,1
sistem informasi mendukung,1,1,0,1
tingkatkan terus,0,0,0,0
"Saran, jika ada informasi yang penting mohon mahasiswa diberi sms karena tidak semua Mahasiswa dapat mengakses informasi diigracias, apalagi jika ada Mahasiswa yang jarang membuka igracias ini.",1,0,0,1
-,0,0,0,0
Cukup baik,0,1,0,1
internet lama,0,0,1,1
sudah cukup baikl,0,1,0,1
Baik,0,1,0,1
Tetap Semangat ! :),0,1,0,1
dipercepat,0,0,0,0
-,0,0,0,0
tidak ada,0,1,0,1
,0,0,0,0
layanannya sangat memuaskan,1,1,0,1
sudah sesuai yang diharapkan,1,1,0,1
cukup bagus,0,1,0,1
"sudah bagus, untuk kedepannya lebih ditingkatkan lagi",0,0,0,0
-,0,0,0,0
"sudah bagus,",0,1,0,1
jangan ngehang mulu,1,0,0,1
Lebih baik lagi,0,0,0,0
tidak ada,0,1,0,1
sanagat baik,0,1,0,1
bagus,0,1,0,1
tingkatkan  dalam pemberitahuan dalam inforassi,0,0,0,0
lebih ditingkatkan lagi,0,0,0,0
Sudah cukup baik,0,1,0,1
sudah cukup baik,0,1,0,1
Penyampaian informasi di Universita Telkom sangat cepat diinformasikan oleh pihak informasi baik secara online maupun tidak.,1,1,0,1
harus lebih baik lagi,0,0,0,0
lebiih baik lagi,0,0,0,0
semoga layanan sistem informasi bisa lebih baik lagi kedepannya.,1,0,0,1
lebih ditingkatkan lagi,0,0,0,0
Pelayanan informasi sudah baik hanya saja server I Gracias sering mengalami gangguan / down,1,0,0,1
baik,0,1,0,1
bagus,0,1,0,1
Baik,0,1,0,1
.,0,0,0,0
lumayan bagus,0,1,0,1
bagus,0,1,0,1
lebih baik lagi,0,0,0,0
sistem kadang down,1,0,0,1
Menurut saya sudah bagus,0,1,0,1
sudah cukup,0,1,0,1
Berjalan dengan lancar,1,1,0,1
memuaskan,0,1,0,1
Cukup,0,1,0,1
sudah lumayan.,0,1,0,1
tidak ada. sudah baik.,0,1,0,1
sudah bagus,0,1,0,1
semoga makin baik,0,0,0,0
sangat baik,0,1,0,1
lebih cepat memperbaharui informasi,1,1,0,1
"cukup, diperluas lagi",0,0,0,0
TUNE-nya dicepetin,1,0,0,1
cukup baik,0,1,0,1
Ke depannya lebih baik lagi,0,0,0,0
Belum ada,0,1,0,1
layananya sangat puas,1,1,0,1
sudah cukup,0,1,0,1
baik,0,1,0,1
Sangat bagus,0,1,0,1
Sudah cukup baik,0,1,0,1
tidak ada,0,1,0,1
selain di web mungkin bisa di tambahkan di mading,1,0,0,1
Semoga kedepannya semakin membaik,0,0,0,0
So so,0,1,0,1
lebih ditingkatkan lagi,0,0,0,0
Tingkatkan !,0,0,0,0
semoga lebih jelas lagi antara informasi di media sosial dan bertanya langsung,1,0,0,1
sudah bagus pelyanannya,1,1,0,1
puas,0,1,0,1
Sudah bagus,0,1,0,1
"untuk sisfo sejauh ini sudah cukup baik, lebih d tingkatkan lagi",1,0,0,1
"sudah bagus, tingkatkan lagi",0,0,0,0
"sudah cukup baik, dan tingkatkan lagi web igracias nya jangan sampe serverdown ketika sedang banyak yang mengaksesnya",1,0,0,1
Lebih ramah dan mendekatkan diri sama mahasiswa,1,0,0,1
Memuaskan,0,1,0,1
Sangat baik,0,1,0,1
perbaiki sistem,0,0,0,0
KURANG JELAS,1,0,0,1
wow,0,1,0,1
Tingkatkan keamanan sehingga mengurangi error,1,0,0,1
sebaiknya pelayanan informasi dapat diberikan kepada mahasiswa dengan pengelolaan waktu yang baik,1,0,0,1
aku pengen lulus,0,1,0,1
Sudah Bagus,0,1,0,1
--,0,0,0,0
lebih ditingkatkan lagi,0,0,0,0
Sudah bagus,0,1,0,1
Layanannya sudah baik dan mudah mendapatkan informasi,0,1,0,1
sistem informasi sangat baik jika di implementasi kan layanan di universitas telkom,1,0,0,1
jangan ngeribetin mahasiswa,1,0,0,1
sudah bagus,0,1,0,1
asd,0,0,0,0
cukup baik bagi saya,0,1,0,1
lebih diperkuat sinyalnya,1,0,0,1
"tingkatkan, jangan sampai i gracias down",1,0,0,1
Layanan sistem informasi sudah baik karena bekerja sama dengan himpunan mahasiswa Ilmu Komunikasi. Saran saya informasi yang disebar harusla satu suara agar tidak menimbulkan kerancuan atau kebingungan.,1,0,0,1
-,0,0,0,0
sudah bagus,0,1,0,1
ditingkatkan lagi,0,0,0,0
Lebih baik lagi,0,0,0,0
Cukup,0,1,0,1
Cukup,0,1,0,1
tidak ada,0,1,0,1
mohon untuk ditingkatkan lagi pelayanannya,0,0,0,0
Tingkatkan kinerja para pegawainya dan perbanyak ramah kepada para mahasiswa,0,0,0,0
"Untuk Tune diperbaiki lagi karena kadang disaat butuh untuk menggunakan tune, sering terjadi erorr atau lama dalam mengakses sehingga kesulitan disaat yang mendesak.",1,0,0,1
Layanannya lebih baik lagi,0,0,0,0
informasi yang diberikan mudah diakses sehingga tidak ada kendala atau kesusahan saat akan melihatnya,1,1,0,1
Perbaiki,0,0,0,0
tidak ada,0,1,0,1
Lebih baik lagi dan lebih cepat lagi dalam memberikan informasi kepada mahasiswa,0,0,0,0
akses internet tolong dipermudah,0,0,1,1
Bagus.,0,1,0,1
Semoga lebih baik lagi dalam pelayanan sistem informasi,1,0,0,1
sangat baik,0,1,0,1
Jangan ada karyawan yg galak galak lagi,1,0,0,1
"i-gracias suka down, tune suah banget apalagi kalo di gku, di gedung a tune nya ilang-ilangan, terus sering pas login di tune dia minta kode gitu dah kita disuruh samain nah itu gak bisa bisa, sampe sebel kalo udah kayak gitu jadi gak bisa pake tune",1,0,0,1
-,0,0,0,0
"Pada Layanan Sistem Informasi, info-info yang diberikan harus selalu updates sehingga mahasiswa/i selalu mengetahui info yang terbaru",1,0,0,1
tidak ada,0,1,0,1
ok,0,1,0,1
selalu ada sistem yang lebih baik,1,0,0,1
bagus,0,1,0,1
Lebih ditingkatkan,0,0,0,0
tingkatkan lagi,0,0,0,0
"lebih memperhatikan masalah pembengkakan jumlah pengguna igracias pada saat"" penting",1,0,0,1
baik,0,1,0,1
sudah bagus,0,1,0,1
cukup baik tapi masih seringkali terjadi error sistem,1,0,0,1
masih banyak yang harus diperbaiki,1,0,0,1
jika igracias masih sering eror tolong disempurnakan lagi agar ketika sedang input mata kuliah atau registrasi dapat berjalan lancar,1,0,0,1
Menurut saya sudah bagus dan lebih di tingkatkan biar lebih puas,0,0,0,0
Harussssnyaaaaaa bisaaaaa lebihhhh baikkkk dariii ini,0,0,0,0
server terlalu berat untuk di akses,1,0,0,1
Bagus,0,1,0,1
kurang stabil kekuatan wifi,1,0,0,1
semoga lbh baik,0,0,0,0
diusahakan agar layanan informasi lebih di tingkatkan lagi dalam merespon,1,0,0,1
SUDHA CUKUP BAIK,0,1,0,1
Igracias belum optimal,1,0,0,1
Tidak memiliki saran,0,1,0,1
sudah bagus,0,1,0,1
"harus lebih update di media social lainnya, jangan selalu memberikan informasi dadakan.",1,0,0,1
memberi notif pada setiap email mahasiswa,1,0,0,1
tidak ada saran,0,0,0,0
,0,0,0,0
-,0,0,0,0
sosialisasinya hrs lebih jelas dan informatif,1,0,0,1
SUDAH BAIK,0,1,0,1
semoga layanannya lebih baik,0,0,0,0
sudah lumayan baik dan ada juga yang harus diperbaiki,0,0,0,0
Kurang informatif dan inovatif.,1,0,0,1
sudah baik,0,1,0,1
a,0,0,0,0
sudah baik,0,1,0,1
tingkatkan lagi,0,0,0,0
Baik,0,1,0,1
Sudah cukup baik.,0,1,0,1
lebih ditingkatkan lagi,0,0,0,0
tingkatkan lagi,0,0,0,0
saran saya tetap di pertahankan,0,1,0,1
-,0,0,0,0
,0,0,0,0
Sudah sangat baik dan membantu,0,1,0,1
"Informasi ttg loker dikirim per fakultas,",1,0,0,1
,0,0,0,0
,0,0,0,0
"sistem informasi sudah baik, tetapi ditingkatkan lagi untuk telkom university yang lebih maju",1,0,0,1
tidak ada,0,1,0,1
"sistem informasinya sudah sangat baik, tingkatkan saja lagi keamanannya",1,0,0,1
lebih ditingkatkan pelayanannya denga ramah dan baik,0,0,0,0
Ok,0,1,0,1
Info tentang beasiswa kurng di share,1,0,0,1
"agar jangkauan TUNE diperluas di seluruh areal kampus, asrama, dan pusat kegiatan mahasiswa, dan kekuatan sinyal yang didapat merata",1,0,0,1
baik,0,1,0,1
.,0,0,0,0
nothing,0,1,0,1
"Terkait sistem informasi, mohon lebih ditingkatkan agar segala sesuatunya berjalan dengan baik dan sesuai jadwal yang ditetapkan",1,0,0,1
Implementasi layanan di Universitas Telkom dalam bidang Layanan Sistem Informasi sudah baik,0,1,0,1
